"time"	"elevation"	"distance"	"speed"
2013-09-04 15:34:55	747	1.13999998569489	0.892000019550324
2013-09-04 15:34:58	747.599975585938	8.25	1.60300004482269
2013-09-04 15:34:59	748	11.1099996566772	1.76400005817413
2013-09-04 15:35:05	748	29.0699996948242	2.46399998664856
2013-09-04 15:35:10	748.200012207031	43.8199996948242	2.94199991226196
2013-09-04 15:35:12	748.200012207031	50.0999984741211	3.00200009346008
2013-09-04 15:35:14	748.200012207031	55.5900001525879	2.9449999332428
2013-09-04 15:35:16	748.400024414062	61.8899993896484	2.94799995422363
2013-09-04 15:35:18	748.400024414062	67.9700012207031	2.96199989318848
2013-09-04 15:35:22	748.599975585938	81.0800018310547	3.05399990081787
2013-09-04 15:35:23	748.599975585938	84.0500030517578	3.02099990844727
2013-09-04 15:35:26	748.799987792969	91.3199996948242	2.96300005912781
2013-09-04 15:35:27	748.799987792969	94.3199996948242	2.96099996566772
2013-09-04 15:35:32	749.200012207031	110.610000610352	2.99399995803833
2013-09-04 15:35:37	749.599975585938	126.160003662109	3.07100009918213
2013-09-04 15:35:41	749.799987792969	136.839996337891	3.03800010681152
2013-09-04 15:35:47	750	156.059997558594	3.00099992752075
2013-09-04 15:35:52	750.200012207031	171.210006713867	3.07800006866455
2013-09-04 15:35:54	750.400024414062	177.149993896484	3.11999988555908
2013-09-04 15:35:55	750.599975585938	179.630004882812	3.0550000667572
2013-09-04 15:35:59	751	190.419998168945	2.86299991607666
2013-09-04 15:36:00	751	192.380004882812	2.83400011062622
2013-09-04 15:36:05	751.599975585938	206.419998168945	2.67700004577637
2013-09-04 15:36:07	751.799987792969	211.669998168945	2.65300011634827
2013-09-04 15:36:09	752.200012207031	215.940002441406	2.56800007820129
2013-09-04 15:36:11	752.400024414062	221.529998779297	2.58400011062622
2013-09-04 15:36:14	752.799987792969	228.369995117188	2.55100011825562
2013-09-04 15:36:17	753	235.100006103516	2.36899995803833
2013-09-04 15:36:18	753.200012207031	237.100006103516	2.34500002861023
2013-09-04 15:36:23	753.599975585938	249.289993286133	2.32200002670288
2013-09-04 15:36:27	754	258.980010986328	2.36700010299683
2013-09-04 15:36:33	754.599975585938	273.369995117188	2.3659999370575
2013-09-04 15:36:34	754.599975585938	276.059997558594	2.38599991798401
2013-09-04 15:36:38	755	287.149993896484	2.55299997329712
2013-09-04 15:36:45	755.599975585938	303.170013427734	2.51300001144409
2013-09-04 15:36:49	756	313.329986572266	2.40300011634827
2013-09-04 15:36:53	756.400024414062	326.450012207031	2.73900008201599
2013-09-04 15:36:59	756.799987792969	346.019989013672	3.13899993896484
2013-09-04 15:37:05	757	364.980010986328	3.23200011253357
2013-09-04 15:37:10	757	378.880004882812	3.06500005722046
2013-09-04 15:37:15	757.200012207031	392.570007324219	2.81599998474121
2013-09-04 15:37:20	757	407.350006103516	2.80699992179871
2013-09-04 15:37:25	757	423.25	2.97699999809265
2013-09-04 15:37:31	757.200012207031	438.959991455078	2.84699988365173
2013-09-04 15:37:36	758.200012207031	451.75	2.59699988365173
2013-09-04 15:37:43	759.599975585938	470.079986572266	2.59800004959106
2013-09-04 15:37:49	760.400024414062	485.170013427734	2.56299996376038
2013-09-04 15:37:53	760.400024414062	497.350006103516	2.70099997520447
2013-09-04 15:37:54	760.400024414062	500.579986572266	2.76099991798401
2013-09-04 15:37:58	760.200012207031	511.910003662109	2.88199996948242
2013-09-04 15:38:03	760	526.090026855469	2.92300009727478
2013-09-04 15:38:04	760	528.609985351562	2.8840000629425
2013-09-04 15:38:08	759.799987792969	539.609985351562	2.78900003433228
2013-09-04 15:38:09	759.599975585938	542.429992675781	2.79999995231628
2013-09-04 15:38:12	759.599975585938	551.900024414062	2.83200001716614
2013-09-04 15:38:14	759.200012207031	558.570007324219	2.93799996376038
2013-09-04 15:38:18	758.400024414062	571.030029296875	3.10599994659424
2013-09-04 15:38:23	758.599975585938	586.669982910156	3.19400000572205
2013-09-04 15:38:29	758	605.289978027344	3.08899998664856
2013-09-04 15:38:34	757.799987792969	618.260009765625	2.90000009536743
2013-09-04 15:38:37	759.200012207031	626.929992675781	2.87899994850159
2013-09-04 15:38:40	760.200012207031	633.289978027344	2.65199995040894
2013-09-04 15:38:41	760.599975585938	635.460021972656	2.55399990081787
2013-09-04 15:38:45	761.599975585938	645.030029296875	2.46900010108948
2013-09-04 15:38:51	762.799987792969	659.090026855469	2.3199999332428
2013-09-04 15:38:56	764	670.859985351562	2.31800007820129
2013-09-04 15:39:03	765.599975585938	687.77001953125	2.38800001144409
2013-09-04 15:39:08	767.400024414062	700.260009765625	2.44600009918213
2013-09-04 15:39:14	769.599975585938	716.210021972656	2.56800007820129
2013-09-04 15:39:17	770	724.929992675781	2.62400007247925
2013-09-04 15:39:18	770	727.460021972656	2.64299988746643
2013-09-04 15:39:22	770	738.679992675781	2.71499991416931
2013-09-04 15:39:26	769	751.22998046875	2.89100003242493
2013-09-04 15:39:30	769.400024414062	762.109985351562	2.87800002098083
2013-09-04 15:39:32	770.400024414062	766.919982910156	2.86299991607666
2013-09-04 15:39:34	771.200012207031	771.25	2.72300004959106
2013-09-04 15:39:35	771	773.059997558594	2.62199997901917
2013-09-04 15:39:37	770.799987792969	778.580017089844	2.50200009346008
2013-09-04 15:39:41	771.200012207031	790.549987792969	2.51799988746643
2013-09-04 15:39:46	771.200012207031	805.450012207031	2.78800010681152
2013-09-04 15:39:50	771.200012207031	818.690002441406	3.1010000705719
2013-09-04 15:39:54	771	832.349975585938	3.21399998664856
2013-09-04 15:39:55	771	835.5	3.27900004386902
2013-09-04 15:40:00	771.200012207031	851.539978027344	3.3199999332428
