"time"	"elevation"	"distance"	"speed"
2014-01-11 07:33:11	753	0.720000028610229	0.648999989032745
2014-01-11 07:33:13	753	4.40999984741211	1.57400000095367
2014-01-11 07:33:15	753.200012207031	8.90999984741211	2.01799988746643
2014-01-11 07:33:17	753.400024414062	13.9099998474121	2.21199989318848
2014-01-11 07:33:19	753.599975585938	18.4500007629395	2.25399994850159
2014-01-11 07:33:22	754	24.7700004577637	2.20600008964539
2014-01-11 07:33:24	754.200012207031	29.3199996948242	2.21799993515015
2014-01-11 07:33:27	754.400024414062	38.0099983215332	2.41899991035461
2014-01-11 07:33:31	755	49.7700004577637	2.59899997711182
2014-01-11 07:33:34	755.200012207031	57.6599998474121	2.73600006103516
2014-01-11 07:33:35	755.400024414062	62.7700004577637	2.95600008964539
2014-01-11 07:33:41	756	83.4400024414062	3.24699997901917
2014-01-11 07:33:46	756.599975585938	99.5999984741211	3.39299988746643
2014-01-11 07:33:51	756.599975585938	115.550003051758	3.24499988555908
2014-01-11 07:33:57	757	134.770004272461	3.21900010108948
2014-01-11 07:34:02	757	148.509994506836	3.03800010681152
2014-01-11 07:34:08	757	166	2.8289999961853
2014-01-11 07:34:15	757	187.460006713867	2.97300004959106
2014-01-11 07:34:21	757	202.460006713867	2.78699994087219
2014-01-11 07:34:26	757.799987792969	215.330001831055	2.58500003814697
2014-01-11 07:34:33	759.400024414062	235.710006713867	2.7739999294281
2014-01-11 07:34:39	760.599975585938	250.839996337891	2.71799993515015
2014-01-11 07:34:41	761	256.609985351562	2.69700002670288
2014-01-11 07:34:43	761.400024414062	262.609985351562	2.73200011253357
2014-01-11 07:34:46	761.599975585938	269.890014648438	2.68899989128113
2014-01-11 07:34:47	761.599975585938	272.589996337891	2.68300008773804
2014-01-11 07:34:52	761.599975585938	285.339996337891	2.70199990272522
2014-01-11 07:34:57	761.599975585938	299.540008544922	2.66899991035461
2014-01-11 07:35:03	761.599975585938	316.880004882812	2.82999992370605
2014-01-11 07:35:08	761.599975585938	331.799987792969	2.93300008773804
2014-01-11 07:35:12	761.200012207031	342.540008544922	2.86199998855591
2014-01-11 07:35:19	760.400024414062	363.929992675781	2.94000005722046
2014-01-11 07:35:24	759.799987792969	379.649993896484	3.10500001907349
2014-01-11 07:35:30	759.200012207031	397.880004882812	3.09899997711182
2014-01-11 07:35:36	759.400024414062	415.670013427734	2.99300003051758
2014-01-11 07:35:41	759.799987792969	431.299987792969	3.03500008583069
2014-01-11 07:35:46	760.200012207031	446.059997558594	3.03699994087219
2014-01-11 07:35:51	760.799987792969	461.109985351562	2.97900009155273
2014-01-11 07:35:53	761	466.970001220703	2.97199988365173
2014-01-11 07:35:55	761.200012207031	473.140014648438	3.01600003242493
2014-01-11 07:36:00	762.200012207031	488.119995117188	2.95600008964539
2014-01-11 07:36:07	763.599975585938	511.029998779297	3.15300011634827
2014-01-11 07:36:11	764.400024414062	524.710021972656	3.27600002288818
2014-01-11 07:36:16	764.799987792969	540.890014648438	3.35599994659424
2014-01-11 07:36:21	764	556.320007324219	3.24000000953674
2014-01-11 07:36:27	763.599975585938	574.349975585938	3.05399990081787
2014-01-11 07:36:31	764.799987792969	583.679992675781	2.85400009155273
2014-01-11 07:36:33	765	585.900024414062	2.4909999370575
2014-01-11 07:36:36	764	591.380004882812	2.19700002670288
2014-01-11 07:36:39	764	599.070007324219	2.08200001716614
2014-01-11 07:36:44	766	612.119995117188	2.29399991035461
2014-01-11 07:36:49	766.599975585938	627.159973144531	2.81900000572205
2014-01-11 07:36:55	767	644.47998046875	2.94300007820129
2014-01-11 07:37:02	766.799987792969	665.369995117188	2.98600006103516
2014-01-11 07:37:08	767	681.169982910156	2.89400005340576
2014-01-11 07:37:12	767.200012207031	690.940002441406	2.69199991226196
2014-01-11 07:37:16	767.200012207031	702.080017089844	2.70499992370605
2014-01-11 07:37:21	769	720.119995117188	3.11800003051758
